stock1,stock2,correlation,lag
ADM,TDG,0.0009723565517774682,1
ADM,TDY,0.0012849068168033083,1
ADM,TECH,0.0005797223013085397,1
ADM,TEL,0.0003146711723277332,5
ADM,TER,0.000499663572014504,5
ADM,TFC,0.0004904733155622715,120
ADM,TFX,0.0015209271735400725,1
ADM,TGT,0.0006170084044424225,1
ADM,TJX,-0.00023969695801937622,5
ADM,TMO,0.0007295244799679514,1
ADM,TMUS,-0.00014171705684307902,180
ADM,TPR,0.0004924767879725077,20
ADM,TRGP,0.0012103588482789607,1
ADM,TRMB,0.0006036201866056732,5
ADM,TROW,0.00032747009135370266,20
ADM,TRV,0.00031782413713392826,1
ADM,TSCO,0.00034111966012089433,1
ADM,TSLA,0.0004132827700754624,5
ADM,TSN,0.0010514302023214928,1
ADM,TT,0.00039126360415450576,1
ADM,TTWO,-0.0004292469360840027,60
ADM,TXN,-0.00022185937507648786,1
ADM,TXT,0.0011160602730766972,1
ADM,TYL,-0.00029007028923515527,1
ADM,UAL,-0.0008231726855165388,1
ADM,UBER,-0.00042887767407766015,10
ADM,UDR,0.0005279863044552077,1
ADM,UHS,0.0006257482104814792,1
ADM,ULTA,0.00023983782997463363,20
ADM,UNH,-0.00023840653148208573,5
ADM,UNP,0.0005156852689923733,1
ADM,UPS,-0.0003194629251481193,180
ADM,URI,0.0016753083385603231,1
ADM,USB,-0.0002807458675224652,1
ADM,V,-0.00019293106942954786,60
ADM,VICI,0.0004669422847871817,1
ADM,VLO,0.0007053647104960204,1
ADM,VLTO,-0.0002656444445803867,5
ADM,VMC,0.0008078770599152064,1
ADM,VRSK,-0.0002497239835026728,5
ADM,VRSN,0.00028851011024800025,1
ADM,VRTX,0.0002832109509287545,180
ADM,VST,0.0004914317151026321,1
ADM,VTR,0.0010911526997598175,1
ADM,VTRS,0.0011572951393416639,1
ADM,VZ,-0.0003007017105276233,5
ADM,WAB,0.000782107946335405,1
ADM,WAT,0.0013568553787661481,1
ADM,WBA,0.0003081309999917586,60
ADM,WBD,-0.000560737938955242,1
ADM,WDC,0.0004201720760528856,20
ADM,WEC,0.0005184833562707056,1
ADM,WELL,-0.00020061822091633024,20
ADM,WFC,0.0003748136812090717,20
ADM,WM,0.00018147785711121708,10
ADM,WMB,0.00043457892100051253,1
ADM,WMT,0.00023151917269294332,20
ADM,WRB,-0.0008332556442171415,5
ADM,WRK,0.0007380458671431562,1
ADM,WST,0.0003040018194198755,10
ADM,WTW,0.000645565178586378,1
ADM,WY,0.0005874659360784758,30
ADM,WYNN,0.00034465867361726247,5
ADM,XEL,0.0003741404463440191,1
ADM,XOM,0.0003474413423070864,20
ADM,XYL,0.0005924164774639942,1
ADM,YUM,0.0003164412459630331,5
ADM,ZBH,0.0003667747852942272,1
ADM,ZBRA,0.0013697273847098899,1
ADM,ZTS,0.0005787070264231456,1
ADP,ADSK,0.0008750488353871949,5
ADP,AEE,0.0006529469560122964,1
ADP,AEP,0.0002945141601595011,120
ADP,AES,0.0011229949728891598,1
ADP,AFL,0.0004982298380696575,1
ADP,AIG,-0.0006610364681047844,5
ADP,AIZ,0.000574941190493199,5
ADP,AJG,-0.0005043668754275631,5
ADP,AKAM,0.00013525011532660987,5
ADP,ALB,0.000987234020809483,1
ADP,ALGN,0.0006974528624253026,20
ADP,ALL,-0.00041868528404224786,1
ADP,ALLE,0.0006052344704633553,5
ADP,AMAT,-0.0006854362829738557,1
ADP,AMCR,0.0004093629913786859,5
ADP,AMD,-0.0004387234725320871,60
ADP,AME,0.00035082160198118985,1
ADP,AMGN,0.0005972407898752245,30
ADP,AMP,0.0004648151204915047,1
ADP,AMT,0.0002435307008065293,120
ADP,AMZN,-0.0004339540689010526,5
ADP,ANET,-0.000768671574511825,60
ADP,ANSS,0.00046767462833062566,1
ADP,AON,-0.00023314363298679663,20
ADP,AOS,0.00039473697206753077,1
ADP,APA,-0.00034801081823217033,5
ADP,APD,0.0005459803199200095,1
ADP,APH,0.00023266016702606722,20
ADP,APTV,0.0003766375751460496,5
ADP,ARE,-0.0006089845674272931,1
ADP,ATO,0.0004163671693264,60
ADP,AVB,0.0006544928210198628,1
ADP,AVGO,0.00046489728486918106,5
ADP,AVY,0.0005904325660665934,1
ADP,AWK,0.0005147619670042208,1
ADP,AXON,-0.0005189679448352329,30
ADP,AXP,0.00036810155281507103,1
ADP,AZO,0.0005630318529381043,1
ADP,BA,-0.0005082404928795576,20
ADP,BAC,-0.00047707254560694893,5
ADP,BALL,-0.00022242678000691595,1
ADP,BAX,0.0005082297858640905,60
ADP,BBWI,0.0014510609746278627,180
ADP,BBY,0.00044440596277878523,1
ADP,BDX,0.0008172596427975953,1
ADP,BEN,0.0007756533506505357,5
ADP,BF.B,0.00036267140975542253,5
ADP,BG,0.0008122717934119541,1
ADP,BIIB,0.0007304653005335833,1
ADP,BIO,0.0009610626982932594,1
ADP,BK,0.00035442568465909007,1
ADP,BKNG,-0.00034218954427781527,20
ADP,BKR,0.0002928776393216192,20
ADP,BLDR,-0.001256764836070293,1
ADP,BLK,0.0002180808760991318,5
ADP,BMY,-0.0002182645754542945,10
ADP,BR,0.0006624777030356982,1
ADP,BRK.B,-0.00025793474436581034,10
ADP,BRO,0.00043800000781473407,1
ADP,BSX,-0.00040681933738204135,5
ADP,BWA,0.0008792213880053127,5
ADP,BX,-0.00040494623873498696,10
ADP,BXP,0.0009203934473854031,5
ADP,C,0.00019274151147245108,60
ADP,CAG,-0.0006536657112048843,1
ADP,CAH,0.00026942273732293666,5
ADP,CARR,0.0004911253396142424,1
ADP,CAT,0.0006081042093992078,1
ADP,CB,0.0003875642906569634,1
ADP,CBOE,0.0002798498369419304,60
ADP,CBRE,0.0004300454419235213,5
ADP,CCI,0.0005453681079354557,60
ADP,CCL,-0.0006281270524615258,60
ADP,CDNS,0.0006806093153057372,10
ADP,CDW,0.0009910276458767718,1
ADP,CE,-0.0007258039668214894,1
ADP,CEG,0.0006044181836689667,1
ADP,CF,0.0011015647817090538,1
ADP,CFG,0.0006069186088212609,20
ADP,CHD,0.0003037991235352407,60
ADP,CHRW,0.0005811005778672105,5
ADP,CHTR,0.0002852205759096232,1
ADP,CI,0.0010360985048328338,1
ADP,CINF,0.000325904713919059,1
ADP,CL,0.0003658889439664465,5
ADP,CLX,0.0005427084857518448,60
ADP,CMA,0.0009878379248390108,5
ADP,CMCSA,-0.00025156470247341827,30
ADP,CME,0.000518299327958588,1
ADP,CMG,-0.0003218960119901769,20
ADP,CMI,0.00078864370140379,5
ADP,CMS,0.00034379915647417416,5
ADP,CNC,-0.00024010863215729987,5
ADP,CNP,0.0006484451242996253,5
ADP,COF,0.0004382414897514182,60
ADP,COO,0.0007740080381325082,60
ADP,COP,0.0002799428029607652,1
ADP,COR,-0.0002070187463628078,20
ADP,COST,0.00013882869163415326,60
ADP,CPAY,0.0,1
ADP,CPB,0.00019430849462030115,180
ADP,CPRT,0.0006700817509614837,1
ADP,CPT,0.00033149604929960923,120
ADP,CRL,0.00047998452386686127,5
ADP,CRM,0.00047206429437337963,5
ADP,CSCO,0.00015551524488244695,180
ADP,CSGP,0.00037540727879818264,60
ADP,CSX,0.00031101836769879116,30
ADP,CTAS,0.0007095221353396003,1
ADP,CTLT,0.00026098242965500953,5
ADP,CTRA,0.00036458675525515726,10
ADP,CTSH,0.0005409129548816694,5
ADP,CTVA,-0.00037597277215221616,5
ADP,CVS,0.0003659791268305752,10
ADP,CVX,0.00030515964272559974,5
ADP,CZR,-0.0003662489031720953,5
ADP,D,0.00041217820187407423,120
ADP,DAL,-0.0004900343659576164,60
ADP,DAY,-0.0013404257487234633,1
ADP,DD,0.0007361547838215353,1
ADP,DE,0.00044837388837733904,5
ADP,DECK,0.0008954820914851119,5
ADP,DFS,-0.00037583327201759693,10
ADP,DG,0.0002267084354781885,180
ADP,DGX,0.0003025230123298489,10
ADP,DHI,0.0007243964731193577,5
ADP,DHR,0.0008635677344322621,10
ADP,DIS,-0.00039112032259530546,5
ADP,DLR,0.0010616915166064683,1
ADP,DLTR,0.0005770043061853387,5
ADP,DOC,0.000831014695187952,5
ADP,DOV,0.00036124897172287577,1
ADP,DOW,-0.0003226545230182114,5
ADP,DPZ,0.000831702017726849,1
ADP,DRI,0.0002423328347637202,60
ADP,DTE,0.00020484626043802156,120
ADP,DUK,-0.00020988347231634316,30
ADP,DVA,0.0006115614396863391,60
ADP,DVN,0.0005670217148205847,20
ADP,DXCM,-0.0005061172724170881,20
ADP,EA,0.0003860174212455188,30
ADP,EBAY,0.0004956957464753625,5
ADP,ECL,0.0006095781242603696,1
ADP,ED,0.0003677905327593333,60
ADP,EFX,0.0010958897381034543,1
ADP,EG,0.0002371286361745529,5
ADP,EIX,0.000512846068346414,60
ADP,EL,0.0008710849505425401,60
ADP,ELV,0.00028349004338583373,5
ADP,EMN,0.0009002872465038713,1
ADP,EMR,0.0007589236695359936,1
ADP,ENPH,-0.0010373544744653096,60
ADP,EOG,0.0005581684885234981,1
ADP,EPAM,0.0008824324544502593,1
ADP,EQIX,0.0007140733846106305,1
ADP,EQR,0.0005736287982467327,1
ADP,EQT,-0.0004646722674304299,30
ADP,ES,0.0004253814633156346,60
ADP,ESS,0.001013700914801054,1
ADP,ETN,0.0006258293421497227,1
ADP,ETR,0.00046489530570861906,1
ADP,ETSY,-0.000363016176378633,1
ADP,EVRG,-0.0005126789809809637,5
ADP,EW,0.0008180928316678403,10
ADP,EXC,0.00024275323451663006,60
ADP,EXPD,0.00021931989730318615,20
ADP,EXPE,0.0003602019242585593,10
ADP,EXR,-0.0004657976850735584,5
ADP,F,0.00034650424066689974,20
ADP,FANG,0.0007396588052903894,5
ADP,FAST,0.0007176962699885806,1
ADP,FCX,-0.00028025937678113325,60
ADP,FDS,0.0011239437332193067,1
ADP,FDX,0.00037305482012877175,180
ADP,FE,0.0005559055767310645,1
ADP,FFIV,0.00036272944216351446,120
ADP,FI,0.0006250512633580489,1
ADP,FICO,0.0009281363939492685,1
ADP,FIS,-0.0006264368004038366,1
ADP,FITB,0.0005562768587301936,1
ADP,FMC,0.00044532879407981735,30
ADP,FOX,-0.00036551664454492663,1
ADP,FOXA,-0.0003450748751036315,10
ADP,FRT,0.0010033954949591904,5
ADP,FSLR,-0.0011634060765024136,5
ADP,FTNT,0.0010586275203436095,5
ADP,FTV,-0.00035871374125455056,5
ADP,GD,0.0002263430945837861,5
ADP,GE,0.00035849396834777283,1
ADP,GEHC,0.0002721145580869372,5
ADP,GEN,0.0007682576745309771,5
ADP,GEV,0.0,1
ADP,GILD,0.00023926103042887895,1
ADP,GIS,-0.00035580597252202423,1
ADP,GL,0.0010366258482437294,10
ADP,GLW,0.0005399294092590472,1
ADP,GM,-0.00044047757605028716,5
ADP,GNRC,0.000533611154194803,10
ADP,GOOG,-0.00025003838784991165,60
ADP,GOOGL,-0.00028682202628532716,5
ADP,GPC,0.0009543283967034957,5
ADP,GPN,-0.00013986540354008847,20
ADP,GRMN,0.00032198185310845545,5
ADP,GS,0.0002658695010884903,5
ADP,GWW,0.0012774141809266952,1
ADP,HAL,0.00032411604592487013,10
ADP,HAS,0.00024880395990519664,1
ADP,HBAN,0.0007329954903662343,1
ADP,HCA,0.0013918081129069833,1
ADP,HD,-0.0002560285430394445,30
ADP,HES,0.0007160512319023398,5
ADP,HIG,0.0003212346824319415,5
ADP,HII,0.0010152363575370918,60
ADP,HLT,-0.00021464030141351472,120
ADP,HOLX,0.0004844736118557984,1
ADP,HON,0.000387081860686271,1
ADP,HPE,0.00045896537091959515,30
ADP,HPQ,0.0002970773056879425,30
ADP,HRL,0.00020314585949164477,20
ADP,HSIC,0.00035894424333981296,10
ADP,HST,0.0015455200364525234,1
ADP,HSY,-0.00012710636201851387,1
ADP,HUBB,0.0006281048930289998,5
ADP,HUM,0.0007715750901172286,1
ADP,HWM,0.0004470489574030187,5
ADP,IBM,0.00024084951092999613,30
ADP,ICE,0.0001071134182424044,10
ADP,IDXX,0.0006993621016803135,10
ADP,IEX,0.001275475457667516,1
ADP,IFF,0.000312404113718528,60
ADP,ILMN,0.0004150906566208993,10
ADP,INCY,0.0003830936711661456,1
ADP,INTC,0.0003117963216364898,1
ADP,INTU,-0.00013249562662946527,5
ADP,INVH,0.0005370474850133557,60
ADP,IP,-0.0003493316655938965,5
ADP,IPG,0.0005939793543444606,1
ADP,IQV,0.0007920055679899031,1
ADP,IR,0.0005797154571128348,1
ADP,IRM,0.0007124805178235487,1
ADP,ISRG,0.0005477547832208833,60
ADP,IT,0.0007942450578087983,5
ADP,ITW,0.00044466406459492684,1
ADP,IVZ,0.0004414736554201612,5
ADP,J,0.00042235869502246304,5
ADP,JBHT,0.0006812152712482583,1
ADP,JBL,0.0008656125596548079,5
ADP,JCI,0.00029963775178653396,120
ADP,JKHY,0.001374981554781102,1
ADP,JNJ,-0.00024482088960498454,10
ADP,JNPR,0.0006443592510122026,1
ADP,JPM,-0.0002826840215657105,5
ADP,K,-0.0001294952496758113,1
ADP,KDP,-0.00026618266891915234,5
ADP,KEY,0.0009253942496081687,60
ADP,KEYS,0.0006221982814242114,5
ADP,KHC,-0.0004345217853870668,1
ADP,KIM,0.0008381566028178534,5
ADP,KLAC,0.000718702090615831,1
ADP,KMB,0.0002072848535268448,5
ADP,KMI,0.0005871082614088341,120
ADP,KMX,0.000401206565976458,60
ADP,KO,-0.00024455728369465697,5
ADP,KR,-0.0003217122324771942,5
ADP,KVUE,0.0005109654171963131,5
ADP,L,0.0007296914840986398,5
ADP,LDOS,0.00047434684950553504,1
ADP,LEN,0.0002218809035054432,180
ADP,LH,0.000647346955063753,5
ADP,LHX,0.0002790227812731221,10
ADP,LIN,0.0001959349641376721,30
ADP,LKQ,0.00025762267156174403,1
ADP,LLY,0.0005091333476706726,5
ADP,LMT,0.0003629258203716591,5
ADP,LNT,0.0007444755588468986,60
ADP,LOW,0.0003918846995429638,1
ADP,LRCX,0.000296931164291087,120
ADP,LULU,-0.0004294728659872077,1
ADP,LUV,0.0006961168910554372,5
ADP,LVS,-0.0005435795124998755,5
ADP,LW,0.00033134385409886905,60
ADP,LYB,0.0006230526109491632,5
ADP,LYV,0.00037803849838303127,1
ADP,MA,-0.0004721946567812881,5
ADP,MAA,0.0004674597807808262,1
ADP,MAR,0.0004541960638786009,1
ADP,MAS,0.0007741864486612927,1
ADP,MCD,0.00036379861966848387,1
ADP,MCHP,0.00038596078184092097,5
ADP,MCK,0.00025120147073255384,5
ADP,MCO,0.00038790914429310625,5
ADP,MDLZ,0.0002703779860017572,180
ADP,MDT,0.00021909410366818574,120
ADP,MET,0.0006753214579381621,1
ADP,META,-0.0005903941439855577,5
ADP,MGM,0.0006232207786129226,1
ADP,MHK,0.0005150321149081522,1
ADP,MKC,0.0002469210086195639,5
ADP,MKTX,0.0014630152441674686,1
ADP,MLM,0.0007422118135474939,5
ADP,MMC,0.00041005961390434224,5
ADP,MMM,8.501763480129538e-05,120
ADP,MNST,0.0002897431421569877,10
ADP,MO,-0.00010444157251345105,10
ADP,MOH,-0.0012356605843176266,10
ADP,MOS,0.0008115673128602497,1
ADP,MPC,0.0001637638516791482,30
ADP,MPWR,0.00046638051218508044,1
ADP,MRK,-0.00023010219710761627,20
ADP,MRNA,0.0008127574038877218,1
ADP,MRO,-0.0001565030031999465,60
ADP,MS,-0.0003739959442110592,5
ADP,MSCI,0.0008261355477741003,1
ADP,MSFT,-0.00028061598158137576,1
ADP,MSI,0.00031362329634292347,1
ADP,MTB,0.0006410653427506799,20
ADP,MTCH,-0.0006582712615815543,60
ADP,MTD,0.001718907765862874,1
ADP,MU,-0.000559701268646894,10
ADP,NCLH,-0.0008994305567684845,60
ADP,NDAQ,0.000465684953051094,1
ADP,NDSN,0.0011750920627406098,1
ADP,NEE,0.00024276088213253123,120
ADP,NEM,0.0003897169520906192,5
ADP,NFLX,-0.00039846406790972397,60
ADP,NI,0.00050228697795344,60
ADP,NKE,-0.0002822757212202764,5
ADP,NOC,0.0005021131618236298,1
ADP,NOW,0.0005813295754117954,1
ADP,NRG,0.0004897707335530063,5
ADP,NSC,0.0004382635775773676,60
ADP,NTAP,-0.00030242461206985696,1
ADP,NTRS,0.0005985332449448606,1
ADP,NUE,0.0008152954921894109,5
ADP,NVDA,-0.0008182499345054198,5
ADP,NVR,0.0007906617399050816,5
ADP,NWS,0.0007213597264599923,1
ADP,NWSA,0.0007614858734466582,1
ADP,NXPI,-0.00041320380313733686,60
ADP,O,0.00015595772231941386,10
ADP,ODFL,-0.0004601236574720681,60
ADP,OKE,0.00011330884948508799,5
ADP,OMC,-0.00028597024988656004,5
ADP,ON,0.0010514446614147274,5
ADP,ORCL,0.000251716480400935,60
ADP,ORLY,0.00028089771461860155,1
ADP,OTIS,0.0008832514050190523,5
ADP,OXY,-0.0002496798255679945,60
ADP,PANW,0.0007622757458636978,5
ADP,PARA,0.0006020490288888339,20
ADP,PAYC,0.0013447352345034515,5
ADP,PAYX,0.000984142188588199,1
ADP,PCAR,-0.0002603063167763388,1
ADP,PCG,0.0006027624264710659,1
ADP,PEG,0.0004191358093534522,60
ADP,PEP,0.0002523293366333751,5
ADP,PFE,-0.00020640588073694176,120
ADP,PFG,0.0008735025367217674,5
ADP,PG,-0.00017128557510087106,20
ADP,PGR,0.0005129219644191728,1
ADP,PH,0.0008379742651132881,5
ADP,PHM,-0.00035480292837659363,20
ADP,PKG,0.00038806804990951097,1
ADP,PLD,-0.00043264532630327997,1
ADP,PM,-0.000192778646813031,20
ADP,PNC,-0.0002829019414385441,10
ADP,PNR,0.0005831411039380969,5
ADP,PNW,0.0005332520938372938,1
ADP,PODD,0.0004933350603109519,60
ADP,POOL,0.00109284098907287,1
ADP,PPG,0.0002819480657307531,1
ADP,PPL,0.0003551643215519641,60
ADP,PRU,0.0003345287029002247,1
ADP,PSA,0.0010216480521410747,60
ADP,PSX,0.0002442019789338526,1
ADP,PTC,0.0005090559445112151,1
ADP,PWR,0.0007560848566475122,5
ADP,PYPL,-0.0004225860539226217,10
ADP,QCOM,-0.00036705130659019525,1
ADP,QRVO,0.0005096922213747178,30
ADP,RCL,-0.000795511263872087,60
ADP,REG,0.0007083117848639158,60
ADP,REGN,0.0006259760130952039,1
ADP,RF,0.00040982637669270244,30
ADP,RHI,0.0006373217503380909,1
ADP,RJF,0.00044206857324102897,20
ADP,RL,-0.0006616969774555668,1
ADP,RMD,0.00039157057146588,1
ADP,ROK,0.0006921706020148999,5
ADP,ROL,0.0007804946184711345,1
ADP,ROP,0.0005465792881770536,5
ADP,ROST,-0.0002552132398994504,5
ADP,RSG,0.00047366430769116557,1
ADP,RTX,0.0002749484957352688,1
ADP,RVTY,0.0006943503537445244,5
ADP,SBAC,0.0005331142168359255,60
ADP,SBUX,-0.0004147931536413855,20
ADP,SCHW,-0.0003481928647837054,60
ADP,SHW,0.0004432237362688882,1
ADP,SJM,0.00017040147232542783,180
ADP,SLB,0.0003973262222118281,10
ADP,SMCI,-0.000976376888033131,60
ADP,SNA,0.0011721221847232968,1
ADP,SNPS,0.00031250064525116614,1
ADP,SO,0.00029292573081855935,5
ADP,SOLV,0.0,1
ADP,SPG,0.0005368706955012219,1
ADP,SPGI,-0.00045033971009803643,5
ADP,SRE,0.000365731019548224,1
ADP,STE,0.0007704164994727846,1
ADP,STLD,0.0007957097431152675,5
ADP,STT,-0.00030828423161433034,60
ADP,STX,-0.000365400931722795,1
ADP,STZ,0.0004689664710867853,1
ADP,SWK,0.0003304485524070916,60
ADP,SWKS,-0.00034371747595698243,1
ADP,SYF,-0.0006994331504122511,10
ADP,SYK,0.0003511673594570152,10
ADP,SYY,-0.0003421368469769507,5
ADP,T,0.00026734902978963073,180
ADP,TAP,0.0004552223621566329,30
ADP,TDG,0.0009659965490496994,1
ADP,TDY,0.0004279874255645231,1
ADP,TECH,0.0006420250410736057,60
ADP,TEL,0.0005899206607481111,1
ADP,TER,0.0005704183518980767,5
ADP,TFC,-0.0004198002000834619,10
ADP,TFX,0.0010080963454857995,1
ADP,TGT,-0.000372544878312781,1
ADP,TJX,0.00019926862361210627,180
ADP,TMO,0.00033334755198726347,1
ADP,TMUS,0.00023310519669078863,30
ADP,TPR,-0.0006455249203098325,5
ADP,TRGP,0.0013085809383544546,5
ADP,TRMB,0.0005593945226858794,5
ADP,TROW,0.0003540128215046865,1
ADP,TRV,-0.0004149143831684227,5
ADP,TSCO,-0.0002767973846852628,30
ADP,TSLA,0.0007928109636582978,1
ADP,TSN,-0.00043189654541570666,10
ADP,TT,0.0007517779360857532,5
ADP,TTWO,0.0008199149211582336,1
ADP,TXN,0.000558891507339112,5
ADP,TXT,0.0009238629270116378,5
ADP,TYL,0.0011461504112717737,5
ADP,UAL,-0.0006036252581252463,60
ADP,UBER,-0.0003190830764455647,60
ADP,UDR,0.0007523030879672704,60
ADP,UHS,0.0008176715581628874,1
ADP,ULTA,0.0005761447117173102,1
ADP,UNH,0.00016535183249763167,1
ADP,UNP,0.0002914243903858651,20
ADP,UPS,0.00023547273296813922,5
ADP,URI,0.0009814360212011316,1
ADP,USB,0.0003963452373817265,20
ADP,V,-0.0003836616941394531,5
ADP,VICI,0.0002614614644203795,1
ADP,VLO,-0.00029165043079968825,180
ADP,VLTO,0.00043984584584914253,1
ADP,VMC,0.0005865866689451349,5
ADP,VRSK,0.0007861198465156017,1
ADP,VRSN,0.0008778078094781372,1
ADP,VRTX,0.0009700813079078466,1
ADP,VST,0.000885276664430865,5
ADP,VTR,0.000856701455915298,5
ADP,VTRS,-0.0006014182098685019,5
ADP,VZ,0.0003231887801395187,1
ADP,WAB,0.0007274832853845661,1
ADP,WAT,0.000919462886967698,1
ADP,WBA,0.0002989765342635976,60
ADP,WBD,-0.000523761474530174,30
ADP,WDC,-0.0003526060417953608,180
ADP,WEC,0.000298443520402634,60
ADP,WELL,0.0005069695982001737,10
ADP,WFC,-0.0005527173116429942,10
ADP,WM,-0.0002699598941146432,5
ADP,WMB,0.0010287994414225302,5
ADP,WMT,0.0001938815714821133,120
ADP,WRB,0.0008203497425582563,5
ADP,WRK,0.0009313589424676945,1
ADP,WST,0.0010481581530222034,1
ADP,WTW,0.0003947629276214962,60
ADP,WY,0.00036644423150083386,60
ADP,WYNN,0.0007440280376488279,1
ADP,XEL,0.00020345228112623196,120
ADP,XOM,-0.00022055751031445502,5
ADP,XYL,0.00045968067461838277,120
ADP,YUM,0.000526400826421983,1
ADP,ZBH,0.0005738878588763243,1
ADP,ZBRA,0.0006257988055247771,10
ADP,ZTS,-0.0005132929540186794,20
ADSK,AEE,0.0009155556816377329,5
ADSK,AEP,-0.0008453943723231472,1
ADSK,AES,0.0020064294241847343,5
ADSK,AFL,-0.00033615600271709033,1
ADSK,AIG,-0.000597350399876728,1
ADSK,AIZ,-0.002420910924697504,1
ADSK,AJG,0.00040907154127073044,120
ADSK,AKAM,0.00025477524840304114,20
ADSK,ALB,0.0009001070162519287,10
ADSK,ALGN,0.0007063500857141124,30
ADSK,ALL,0.000905569122118774,20
ADSK,ALLE,0.0023883363643964926,1
ADSK,AMAT,0.000854045298957429,10
ADSK,AMCR,0.0009428218102429664,1
ADSK,AMD,0.0009582997893240775,1
ADSK,AME,0.0013241019039076938,1
ADSK,AMGN,-0.00031291068827526524,30
ADSK,AMP,0.0011644218721128048,1
ADSK,AMT,-0.00038923251708942487,1
ADSK,AMZN,0.0004113884259818102,60
ADSK,ANET,0.0015650390045278118,1
ADSK,ANSS,0.002139822144112573,1
ADSK,AON,0.0004011815638723143,120
ADSK,AOS,-0.0020686101045553117,5
ADSK,APA,-0.0020255503316063727,1
ADSK,APD,0.0003303924787111214,1
ADSK,APH,0.0009976708574347371,1
ADSK,APTV,0.0011974505978852728,1
ADSK,ARE,0.0006221564579186395,5
ADSK,ATO,-0.00038704341896569786,1
ADSK,AVB,-0.0004626278713123158,20
ADSK,AVGO,0.0012801889680426164,1
ADSK,AVY,0.0004189945634532828,1
ADSK,AWK,0.00040446560488318825,1
ADSK,AXON,0.001736947862976034,1
ADSK,AXP,0.0002943427735786378,1
ADSK,AZO,-0.0002915730297856076,20
ADSK,BA,0.0004305257267804179,1
ADSK,BAC,0.0001957044330272241,20
ADSK,BALL,-0.0005039499638736683,20
ADSK,BAX,-0.0019318686142997263,10
ADSK,BBWI,0.0007930377528752366,1
ADSK,BBY,0.001546722256684556,5
ADSK,BDX,-0.000521413030765997,30
ADSK,BEN,0.0004985548523722671,120
ADSK,BF.B,-0.0005628954878198068,5
ADSK,BG,0.0009926135517316862,20
ADSK,BIIB,-0.000700043968548468,5
ADSK,BIO,-0.0006121768713871372,30
ADSK,BK,-0.0004709639586101859,20
ADSK,BKNG,0.0010296605308262228,1
ADSK,BKR,0.00043925122158367576,10
ADSK,BLDR,0.001001009808072005,1
ADSK,BLK,0.0005928489504616587,1
ADSK,BMY,-0.00039461763892286643,1
ADSK,BR,0.0005495005421215635,1
ADSK,BRK.B,0.00026544819657759816,1
ADSK,BRO,-0.0008345197706275515,30
ADSK,BSX,0.0007242019281572706,1
ADSK,BWA,0.001034581852527324,1
ADSK,BX,0.0011588563599919455,1
ADSK,BXP,-0.0004522079558020529,30
ADSK,C,0.0003930123170068019,10
ADSK,CAG,-0.000493140214735451,1
ADSK,CAH,0.00024765706106034507,120
ADSK,CARR,0.000825440902960834,1
ADSK,CAT,0.0007024722945804227,180
ADSK,CB,-0.0008969087220467508,5
ADSK,CBOE,-0.0003898978361072416,1
ADSK,CBRE,0.0010208575380166332,5
ADSK,CCI,0.0010524814674964438,10
ADSK,CCL,0.0015637109850127168,1
ADSK,CDNS,0.0012536595092479264,120
ADSK,CDW,0.0006343911790075078,10
ADSK,CE,0.0018779589812529182,1
ADSK,CEG,0.00056500669480631,20
ADSK,CF,0.0007635164495379062,5
ADSK,CFG,0.001078350162735675,5
ADSK,CHD,0.00029591512571151563,60
ADSK,CHRW,0.0006072576180533777,5
ADSK,CHTR,-0.0008604656825743942,1
ADSK,CI,-0.00043861084035146867,30
ADSK,CINF,0.00028424974480920344,30
ADSK,CL,0.0001505369636219145,20
ADSK,CLX,0.000381221929602356,5
ADSK,CMA,0.0008278749119260391,10
ADSK,CMCSA,-0.0007742703800240792,30
ADSK,CME,-0.0002626439217965127,5
ADSK,CMG,0.0006991375971120745,1
ADSK,CMI,-0.0011847352816284846,1
ADSK,CMS,0.0008687723058624832,5
ADSK,CNC,-0.0013402174037849867,5
ADSK,CNP,-0.0004826333413945456,1
ADSK,COF,0.0007845111525929552,120
ADSK,COO,-0.001857922546504243,10
ADSK,COP,-0.0005103038876838769,1
ADSK,COR,-0.0004670536670719907,5
ADSK,COST,0.00023120988862296378,20
ADSK,CPAY,0.0,1
ADSK,CPB,-0.0005227694951217833,30
ADSK,CPRT,-0.0018504014124677336,10
ADSK,CPT,-0.0007836407950302591,20
ADSK,CRL,0.0011555792959394066,5
ADSK,CRM,0.0006056014295912001,30
ADSK,CSCO,0.0004306100524064954,1
ADSK,CSGP,-0.0011827474495905111,20
ADSK,CSX,-0.0009207780488460782,20
ADSK,CTAS,-0.0015019190006799986,10
ADSK,CTLT,0.0013615325500819127,5
ADSK,CTRA,0.00023621676922419422,10
ADSK,CTSH,-0.0004962511947885979,5
ADSK,CTVA,-0.0007284788096144116,30
ADSK,CVS,0.0005810111236896266,10
ADSK,CVX,-0.00026474287137351603,1
ADSK,CZR,-0.0011025698956897102,1
ADSK,D,-0.0008616860572508255,1
ADSK,DAL,0.0004474214431158212,60
ADSK,DAY,0.0023824592236193825,60
ADSK,DD,-0.0005270589557880492,5
ADSK,DE,0.0014952913080458873,5
ADSK,DECK,-0.0007031169602532829,5
ADSK,DFS,0.0017526823152338087,5
ADSK,DG,-0.0013455948361185718,1
ADSK,DGX,0.0010590425710546758,1
